DonorID,FirstName,LastName,Email,Phone,City,State,ZipCode,LastDonationDate,TotalGifts,TotalAmountDonated,EventParticipation,EngagementScore
D04483,Kenneth,Leach,jennifer50@bell.com,001-523-363-1454,Robertview,KY,20262,10/21/2024,2,22650.68,Yes,63
D04484,Heidi,Mayo,yblair@yahoo.com,+1-615-225-5519x6757,Jasonport,AR,48383,4/5/2022,3,22526.07,No,92
D04485,James,Villa,vshah@obrien.biz,616.480.4210x0062,South Eric,IL,3115,5/17/2023,14,24412.54,No,22
D04486,Jacob,Parrish,carlsonmichelle@burnett.biz,823-586-3638,Michellefort,AK,90095,1/5/2024,4,22547.92,No,98
D04487,Michael,Green,nhunt@dixon.com,893.148.9044x952,Lake Michelleborough,GA,40635,3/23/2022,25,3201.75,No,20
D04488,Jessica,Glover,christophermartinez@hotmail.com,(664)570-2691x48040,Sharonberg,RI,99789,6/7/2022,19,20596.63,No,33
D04489,Joshua,Rodriguez,vzuniga@taylor.com,(412)733-4505x635,West Kelly,NY,36272,11/7/2024,13,10257.77,No,15
D04490,Marie,Valentine,stephanielopez@tucker-taylor.com,847.623.6228,Gardnerborough,TX,53275,1/17/2023,7,24770.22,No,7
D04491,Robin,Jones,sherri61@thompson-stevens.com,296.071.3579x66994,Lake Lisaberg,PA,3553,9/1/2023,12,11817.58,Yes,88
D04492,Angela,Murphy,lopezkylie@yahoo.com,569.513.9475,North Elizabethfurt,SC,44109,4/19/2023,3,13854.83,No,90
D04493,Casey,Salazar,douglasstewart@yahoo.com,+1-434-967-7873x715,North Joshua,KS,37349,1/5/2024,23,13253.78,Yes,50
D04494,Eric,Burnett,lroy@lowe.com,(733)006-2772,Port Tyler,PA,39535,3/14/2025,23,8056.99,Yes,10
D04495,Kenneth,Nelson,jacob79@kemp.com,+1-711-356-9471x2673,Lake Kenneth,NV,18462,3/8/2024,9,1894.05,Yes,79
D04496,Jose,Jackson,tjones@hotmail.com,(507)331-4074x90068,North Michelebury,KY,76476,4/16/2024,2,22393.37,No,37
D04497,Michael,Taylor,matthewmadden@hotmail.com,262.021.2309,Jacobborough,IN,57427,10/2/2023,29,20070.84,Yes,59
D04498,Aaron,Murray,elizabethbradford@yahoo.com,8612088583,Lake Ashley,DE,21503,7/22/2022,22,3505.38,Yes,88
D04499,Dana,Martinez,boyerautumn@norris-stevenson.net,6563353685,Mccormickchester,ID,48430,2/4/2023,9,19423.67,No,75
D04500,Nicholas,Atkins,tfranklin@hotmail.com,001-302-418-6572x364,Chapmanport,NV,69846,9/9/2024,12,15653.65,No,63
D04501,Jacob,Mullins,yphillips@freeman.org,3067509919,Dunnview,IL,8396,11/12/2024,12,10240.41,No,21
D04502,Andrew,Barron,hhernandez@hotmail.com,001-755-549-0476x639,Chelseyville,MO,87572,9/13/2022,15,6365.45,No,79
D04503,Melissa,Church,ywoodward@anderson.com,5652952635,North Ericside,MT,71853,6/22/2022,2,21496.03,Yes,79
D04504,Kimberly,Gutierrez,dale13@clark.com,+1-043-420-7577x661,Port Gloria,WA,43567,9/3/2023,18,17510.7,Yes,37
D04505,John,Griffin,thompsonjorge@hotmail.com,030.601.9567,Johnsonmouth,TN,65287,6/25/2022,13,13702.54,Yes,45
D04506,Jennifer,Martinez,jennifer12@gmail.com,318.842.2478x9306,New Christopherbury,CT,57857,3/27/2023,14,15247.02,No,14
D04507,Dominique,Rose,howardchase@grant.net,001-290-554-3812,Port Jill,WV,66675,6/2/2022,5,2294.83,No,43
D04508,Amber,Lane,xbrown@hotmail.com,-9526,Lake Joshua,KS,23978,7/6/2024,26,11858.52,Yes,85
D04509,Paul,Stanley,brendabass@gmail.com,126-035-4258x5958,Lake Stephanie,IN,55208,8/10/2023,10,4858.63,Yes,84
D04510,Alexandria,Bray,riggstheresa@hotmail.com,1326447398,Kaitlynburgh,MS,67037,5/21/2022,12,5225.42,No,33
D04511,Tyler,Morris,timothyjackson@gmail.com,709-748-6531x285,Danaland,VA,75114,6/8/2022,10,16539.37,No,3
D04512,Andrea,Simon,vcabrera@lopez.com,(279)936-6254x801,Samanthabury,MS,63999,8/12/2024,24,22783.18,No,87
D04513,Chloe,Perez,gjones@hall.com,+1-031-748-7041x8778,Velezfort,MN,17516,12/7/2023,11,10105.84,Yes,44
D04514,Marcus,Baker,ambergonzalez@hotmail.com,(307)818-0659x7338,Robertchester,GA,13203,11/13/2024,25,5209.58,Yes,87
D04515,Danielle,Phillips,zbarron@gmail.com,001-143-597-3351x15524,East Danielbury,MT,21950,9/7/2022,2,16225.7,No,91
D04516,Daniel,Miller,walkerjason@lambert.com,577-925-8530,Cookeland,CT,75073,2/22/2024,5,21782.25,No,35
D04517,Alexandra,Hansen,kevindiaz@yahoo.com,001-226-658-2381,South Amberchester,AZ,46841,8/4/2024,7,18713,No,25
D04518,Carl,Salas,achase@flores.com,001-449-328-9557x91805,Melissaborough,OR,71232,5/9/2022,6,21721.56,No,96
D04519,Mary,Keller,melissastark@hotmail.com,378.512.2295,Joshuamouth,SC,84712,12/22/2022,22,13423.14,No,86
D04520,David,Moss,maxwellanthony@shepherd.net,+1-935-646-0056x1410,New Crystal,FL,2659,3/30/2022,23,18801.87,No,8
D04521,Morgan,Harris,shafferderek@hotmail.com,886-896-5714x684,Courtneyberg,SC,19652,12/15/2024,3,3518.81,Yes,62
D04522,James,Miller,jolson@gmail.com,001-728-963-0812x1967,Walkerfurt,GA,14926,9/29/2022,13,8719.9,No,18
D04523,Todd,Bonilla,odoyle@yahoo.com,+1-397-126-3772x7301,Lake Mary,FL,29339,4/3/2024,3,9750.94,No,92
D04524,Corey,Brown,ronald41@henson-roman.com,085-070-8517x6751,Port Laurie,SC,80787,6/6/2024,26,12792.17,Yes,28
D04525,Ashley,Smith,griffinallen@butler-snow.com,+1-610-277-9885x33961,North Joan,HI,45043,7/13/2024,25,23228.33,No,75
D04526,Mary,Robinson,kathyhall@gmail.com,+1-381-078-2836x796,Port Shaun,TX,74564,6/23/2023,24,21859.93,No,12
D04527,Diane,Cardenas,gterry@cook.com,001-120-795-9709x321,Angelaberg,WY,78462,3/19/2024,21,3380.45,No,64
D04528,Alicia,Lopez,jessicarandall@yahoo.com,181-843-9790x174,Port Melinda,NC,7045,9/11/2023,6,4336.29,No,2
D04529,Jacqueline,Garcia,tonydean@smith-gould.info,3972234215,West Jerome,NY,7941,4/25/2022,11,8953.86,No,59
D04530,Jonathan,Clark,perrylisa@taylor.com,380-072-9236x5798,East Randy,MO,39494,4/26/2024,28,7282.78,No,37
D04531,Michael,Garza,woodslindsay@white-nelson.com,001-146-856-4922,Lynnchester,MA,69738,2/4/2025,26,15376.98,No,4
D04532,Catherine,Rose,ryan47@hernandez.com,(042)172-5401x48612,Lake Erinland,IN,59515,9/30/2024,17,22571.35,No,41
D04533,Chad,Garrison,mary99@gmail.com,139.053.6261x771,East Courtneybury,VA,90307,3/19/2023,10,24058.04,No,45
D04534,Sarah,Hodges,patrickherman@yahoo.com,+1-353-899-0969x59469,Marytown,TX,50573,2/8/2023,12,16347,Yes,34
D04535,Jason,Collins,andrewcole@knox.com,(292)405-8073x6561,North Jason,LA,45120,12/28/2024,17,20957.22,No,87
D04536,Travis,Gibson,qdunn@hotmail.com,874-074-9911,East Kevinstad,VT,19416,9/16/2022,4,13139.55,No,13
D04537,Pamela,Moore,leehester@smith-good.com,(539)015-9973x643,East Oliviabury,SD,1467,11/30/2023,2,5224.01,No,7
D04538,Christopher,Wagner,joshua65@hotmail.com,070-192-9505x08661,Chavezfort,NH,26350,12/19/2024,11,13126.72,Yes,32
D04539,Laurie,Sloan,hollowayseth@yahoo.com,9165049398,New Danielleshire,MT,39249,3/31/2024,7,13885.96,No,23
D04540,Bruce,Robinson,bookerjorge@ward.com,5044218512,Gregoryfurt,NH,95740,12/23/2023,2,18566.59,No,49
D04541,Angela,Cox,rwashington@gmail.com,3626533656,East Dawnberg,FL,96029,4/27/2023,26,5512.68,No,72
D04542,Sharon,Hester,wilsonphillip@lindsey-guzman.org,369-420-7542x5523,Davismouth,MS,59203,9/1/2022,18,9220.39,No,47
D04543,Robert,Parrish,middletonandrew@henson.com,932-415-6880x7285,North Jamie,NJ,95804,9/15/2023,21,9113.41,No,37
D04544,Miguel,Palmer,baileycrystal@gmail.com,(007)388-9501x80510,South Matthewbury,FL,47664,3/15/2024,4,23986.8,Yes,98
D04545,Jeanette,Deleon,esmith@yahoo.com,001-511-931-4504x11582,Lake John,MD,41818,5/25/2022,8,11109.75,No,48
D04546,Madison,Lopez,hhoward@yahoo.com,(825)857-7029,Port Gilbertchester,KS,94336,3/5/2025,20,18882.25,Yes,29
D04547,Joseph,Ramirez,smithpamela@johnson.biz,-1554,East Denisehaven,ND,9514,9/29/2024,14,18775.27,No,37
D04548,Billy,Martin,johnathan76@hotmail.com,(625)581-3666x188,Jamestown,PA,87878,2/20/2023,12,6653.29,No,23
D04549,Chad,Parker,jessica87@jackson-sullivan.com,972459552,Wendyfort,KS,90925,5/2/2022,22,14305.3,No,38
D04550,Kevin,Kane,randy25@henderson-miller.com,221-556-3144,Tristanfurt,WI,64099,12/29/2023,21,22359.69,No,93
D04551,Shirley,Wong,vmorrison@davis.com,+1-045-684-7756x26914,Smithstad,MT,84775,12/21/2023,27,11890.44,No,44
D04552,Susan,Thomas,sparkspatrick@maldonado.com,(292)710-6976,North Patrickfurt,ME,23640,1/23/2024,18,23629.04,Yes,5
D04553,Colton,Walter,ashlee90@allen-morgan.com,558.311.0812x348,South Jeffrey,ND,30743,6/15/2024,11,5377.17,Yes,52
D04554,Jessica,Mcgee,parsonsjonathan@hotmail.com,+1-323-645-1186x598,Emilyberg,NY,6032,4/21/2023,29,1872.49,No,40
D04555,Amanda,Allen,timothy76@gmail.com,+1-176-080-7946x6130,Lake Peggyshire,GA,99138,8/6/2023,28,22288.52,No,11
D04556,Jake,Shannon,vazquezpatricia@haynes.org,035.622.1350,South Laurenland,SC,31432,4/13/2024,8,21195.08,No,78
D04557,Alicia,Lopez,kruiz@yahoo.com,(472)095-8760x1213,Lake Victoria,OK,3910,4/27/2024,2,24814.9,Yes,2
D04558,John,Johnson,ggarcia@yahoo.com,001-305-715-1959x337,Matashire,NJ,15888,6/21/2022,25,16991.25,Yes,35
D04559,Colleen,Stanley,noah64@yahoo.com,(513)386-3997,Riveraport,VA,92449,8/25/2024,15,23418.46,Yes,45
D04560,Harold,Chavez,felicia18@lopez.com,(468)238-5731x257,Port Michaelland,IN,70875,11/27/2022,9,20677.19,Yes,49
D04561,Kara,Baker,rchen@vega.org,340.533.9902,Benjaminfurt,FL,93682,8/29/2024,19,21113.77,No,35
D04562,Robert,Mcintosh,ugoodman@davis.com,(592)665-0937x30016,Watkinsview,DC,4608,9/16/2022,20,14237.16,Yes,92
D04563,Daniel,Miller,smallautumn@yahoo.com,881.772.2010,Brittanybury,KY,26029,1/12/2024,8,9571.47,No,72
D04564,Danielle,Reynolds,melissa84@yahoo.com,+1-328-311-1039x7472,Romeroberg,MI,60386,12/19/2022,25,23365.26,Yes,32
D04565,Michael,Hernandez,dawnroberts@cameron.info,001-956-469-4713x072,Veronicabury,CO,56930,11/30/2024,19,10814.29,No,68
D04566,Stephen,Shaw,osanders@trujillo.org,6102834960,Meghanborough,CA,13715,11/8/2024,5,13479.71,No,71
D04567,Elizabeth,Romero,shawnwilliams@gmail.com,(164)831-2306x8125,New Alejandroland,IN,67431,7/30/2023,11,11163.94,Yes,39
D04568,Nicole,Brown,michaelhart@hotmail.com,001-878-110-2527x0612,North Rebecca,TX,58743,12/10/2024,15,14129.16,No,48
D04569,Garrett,Nelson,hendersonmelanie@hotmail.com,(606)142-4586,West Ryan,IN,70568,11/24/2023,8,11773.22,Yes,91
D04570,Henry,Davis,scott76@yahoo.com,145-823-1384x287,Mannville,WY,16100,1/5/2025,19,1218.23,Yes,37
D04571,Richard,Wong,holtchristopher@gmail.com,330.773.7534,Powersview,NH,81822,3/3/2025,23,22053.56,No,60
D04572,Matthew,Dennis,frank42@ray-wong.com,474.640.2305x5412,Johnchester,MI,81855,2/10/2025,27,11120.96,No,81
D04573,Eric,Henderson,lgraham@bruce-bradford.net,242-835-9461,South Nancyton,IL,38532,9/1/2024,8,14731.81,No,74
D04574,Yesenia,Carter,cwalton@yahoo.com,6014033676,North Rebecca,ID,51896,12/27/2022,26,3496.91,No,4
D04575,Scott,Powell,fullermegan@gross-lewis.org,001-123-579-1003,Hallshire,ID,54583,2/14/2025,27,104.63,No,23
D04576,Michael,Wheeler,twilliams@yahoo.com,167.590.6207,Bridgetville,AL,35967,3/11/2024,19,6147.35,Yes,14
D04577,Leslie,Moreno,hchurch@yahoo.com,9867951431,Millerport,AZ,51207,4/8/2023,18,17620.56,No,5
D04578,Victoria,Snyder,linda70@costa.com,(585)577-5448x1607,East Gary,OH,87858,5/30/2023,10,2497.88,Yes,66
D04579,Mark,Hamilton,miguel44@campbell.org,721-566-3962,North Travis,CA,55825,2/26/2025,29,22724.01,No,24
D04580,Nathan,Maldonado,iburnett@yahoo.com,954.930.4064x871,North Brendan,KY,62347,4/25/2023,7,5391.26,No,18
D04581,Kathryn,Lucas,tracydodson@yahoo.com,2704939641,Kellyborough,VA,80486,2/25/2024,28,5130.75,Yes,27
D04582,Ryan,Haley,matthew57@yahoo.com,774-494-0136,West Paul,MO,89503,12/6/2022,9,4554.07,No,24
D04583,Jessica,Robinson,johnmorgan@yahoo.com,607-599-1100,Thomasport,MN,16103,1/26/2025,1,369.26,No,29
D04584,Charlene,Brown,ericksontonya@key.com,001-012-837-0256x202,New Michelle,CA,98857,9/3/2024,19,19299.7,No,11
D04585,Anna,Johnson,umartin@anderson-weber.com,001-835-620-4389x500,West Brian,MI,26937,1/28/2023,5,21878.36,Yes,18
D04586,Jason,Adams,rarmstrong@hotmail.com,413-165-8712x05012,North Coreyfurt,VT,70826,11/25/2022,19,15361.78,No,4
D04587,Katie,Jones,arroyoangela@yahoo.com,(327)132-0904,New Danielport,PA,99429,12/11/2023,1,4721.24,No,33
D04588,Sara,Garcia,bmontoya@ortiz.org,(612)963-1156x9717,Reneeborough,AR,2881,1/20/2024,15,7146.24,Yes,78
D04589,Jonathan,Perez,kimberlygraham@baker-thompson.org,001-162-678-2145x674,New Bethanystad,OR,9142,5/19/2022,16,11908.65,No,42
D04590,Suzanne,Oliver,heatherwilliams@yahoo.com,001-750-261-5861x861,Jamesmouth,AK,11560,6/12/2024,23,23859.56,Yes,32
D04591,Seth,Baldwin,reynoldsjeffrey@yahoo.com,001-347-176-1379x8867,Jesuston,NE,39313,6/14/2023,7,6198.84,Yes,51
D04592,Randy,Myers,donald71@yahoo.com,495-973-7862x6591,Danafort,UT,68377,10/11/2023,26,18296.51,No,4
D04593,Jessica,Garcia,willisperry@hotmail.com,799-639-1179,Guzmanstad,NJ,86011,8/5/2023,12,10997.42,No,20
D04594,Tonya,Gross,andrew72@yahoo.com,(388)834-0258,Port Jenniferton,IA,15468,9/20/2023,8,7460.23,No,85
D04595,Caitlin,Suarez,barry69@bailey.info,(263)808-6927x3210,South Jamestown,NE,33384,5/15/2023,5,11408.78,No,67
D04596,Zachary,Adams,jweber@brown.com,+1-873-774-2443x56480,South Kevinville,WV,16704,1/11/2023,10,1798.74,Yes,89
D04597,Victoria,Harris,gonzalezkaren@parker.com,894.062.7930x5796,East Roger,TX,80773,11/6/2022,28,19971.21,Yes,68
D04598,Kevin,Floyd,jesse69@hotmail.com,388-733-4622x4644,Bestport,FL,23388,4/29/2022,21,6097.68,No,62
D04599,Kevin,Bailey,cindy18@davis.org,(872)231-3040,South Matthew,TX,49776,8/26/2023,5,18140.79,Yes,58
D04600,Jeffrey,Roberts,wilsonheather@hotmail.com,5129486935,North Susan,CO,84828,6/23/2023,17,1727.34,No,47
D04601,Melissa,Carlson,csantana@gmail.com,4953640352,Holdenfurt,TN,2042,1/9/2025,26,23878.36,No,75
D04602,Andrew,Gross,danielsangela@bullock.org,032.036.1362x639,Millerfort,MT,30279,11/7/2023,5,4841.51,Yes,80
D04603,Lynn,Davis,maddendesiree@gmail.com,-1831,New Sethhaven,UT,63471,4/5/2024,22,22070.9,Yes,59
D04604,Hannah,Gordon,annabullock@haney.biz,-3710,Patrickburgh,AL,68949,5/18/2022,15,20240.64,No,100
D04605,Joshua,Graves,qlucas@gmail.com,981.085.0009x19765,West Mollyborough,KS,18401,2/9/2023,13,24197.14,No,6
D04606,Angela,Woods,margaret83@olson.com,941.050.3197x111,Mckinneymouth,TX,98672,6/30/2024,28,11957.71,No,95
D04607,Angela,Torres,paul77@parker.com,001-708-782-2385x5476,North Randy,GA,64701,2/19/2024,1,18190.38,No,40
D04608,Sara,Knox,aleczavala@sawyer.com,+1-847-675-0634x4709,Cameronfurt,IL,49038,3/26/2022,11,9280.35,No,77
D04609,Eric,Allen,ejohnston@moore-williams.com,442-740-7664x441,Millschester,DC,89944,1/28/2024,23,4625.52,Yes,23
D04610,Benjamin,Edwards,ericramos@hotmail.com,6192084122,South Scott,MS,54276,7/8/2024,1,11088.04,Yes,52
D04611,Michael,Jones,michelle48@vazquez.biz,(038)767-3842,South Edwardville,TN,90769,5/28/2024,11,4160.41,No,4
D04612,Devon,Lopez,plawrence@hotmail.com,001-184-612-2391,Lake Mary,ND,2842,11/20/2022,18,24551.47,Yes,37
D04613,Michael,Yoder,solismelissa@yahoo.com,245.140.6534x02926,Elainemouth,WA,66441,11/5/2024,18,2424.24,Yes,42
D04614,Brandi,Thomas,williamcastillo@yahoo.com,(731)678-5043x7443,Port Terrance,HI,29561,5/29/2024,21,14738.51,No,44
D04615,Jesse,Smith,williamsandrew@yahoo.com,975-423-9728,South Thomasmouth,TX,76649,9/23/2023,26,15669.07,No,97
D04616,Lisa,Wells,ycline@edwards-davenport.com,1870528453,Whiteheadburgh,MS,12782,11/19/2024,16,13461.23,Yes,42
D04617,Christopher,Cook,todd18@taylor.com,+1-115-870-7914x81398,East Thomas,MI,65907,4/6/2024,13,16561.4,No,29
D04618,Ricardo,Thompson,bushalan@gmail.com,(981)086-0441,South Sylvia,GA,81327,11/12/2023,7,2922.2,No,19
D04619,Samantha,Baker,brookeballard@buchanan.info,(938)509-8181x496,Malonemouth,AK,31728,5/17/2023,1,13884.36,Yes,84
D04620,Jessica,Jones,robertkim@carter.com,001-964-533-7159x743,Smithport,OK,21691,2/21/2025,26,7194.57,No,32
D04621,Jennifer,Shelton,anthony93@yahoo.com,343.411.8251,Carriebury,CT,63574,6/21/2023,16,23505.6,Yes,44
D04622,Laura,Castaneda,stanleyanthony@ball.com,864-022-9483x022,North Kristen,IA,64529,4/27/2022,1,19056.55,No,55
D04623,Gerald,Wheeler,oramos@gmail.com,4872874394,Lake Jeffrey,IL,52790,1/15/2023,17,24313.41,Yes,80
D04624,Margaret,Montes,cbrown@terry.info,586.213.1841,Daniellehaven,WY,17398,8/15/2022,6,958.15,No,5
D04625,Hannah,Aguilar,christophertapia@yahoo.com,001-807-178-0988x659,Longmouth,SC,68809,8/1/2023,2,7142.63,Yes,46
D04626,Barbara,Freeman,phamyolanda@gmail.com,541.732.3425x13861,Smithmouth,MS,23538,12/25/2023,17,4901.66,No,76
D04627,Rebecca,Wright,thorntonisabel@lewis-lewis.org,556.517.3942x620,Lake Holly,MS,47432,2/6/2023,6,298.64,No,45
D04628,Caitlin,Rodriguez,millernicole@gmail.com,+1-619-434-8520x5847,New Amyland,HI,37308,1/9/2025,14,6073.3,No,21
D04629,Kevin,Fuentes,ariel62@wilcox.org,001-085-412-4478x8430,New Samuel,NY,78530,9/7/2024,18,16975.82,No,78
D04630,Jessica,Bradley,stacybyrd@smith-smith.com,5073535324,Port Stacy,ID,61079,11/21/2023,6,5792.6,Yes,22
D04631,Barbara,Mooney,scook@simmons.com,492-957-9786x1286,Petersonfort,OK,80726,1/19/2024,10,12734.91,No,30
D04632,Christian,Conley,john80@poole-miller.net,342225624,Gordonhaven,UT,15351,6/14/2022,24,22197.7,Yes,23
D04633,Brian,Fox,fryematthew@shannon.com,(775)166-6303x1721,Lake Elizabeth,NJ,58418,10/3/2024,18,17350.07,No,5
D04634,Kelli,Jackson,armstrongmark@russell.biz,624-421-6961,Port Seth,LA,15166,1/31/2023,27,9877.83,Yes,63
D04635,Michael,Thomas,laura77@kim.net,+1-760-004-0839x36666,Bradyland,OH,92095,12/2/2024,9,9324.27,No,93
D04636,Lisa,Davis,ehernandez@yahoo.com,(260)895-5883x7103,New Georgeland,OH,94243,1/24/2024,8,11404.28,No,59
D04637,Robert,Torres,gary46@sherman-hughes.com,584-537-7973x41740,Lake Matthewfort,SD,6237,2/1/2023,28,4442.5,No,94
D04638,Mindy,Fitzgerald,deleonkathleen@yahoo.com,715-929-1213x588,West Lynnbury,IA,91616,9/20/2022,10,15857.34,Yes,82
D04639,Molly,Chavez,rodgerserik@yahoo.com,043.208.0468x9900,West Margaret,GA,84831,4/7/2024,17,9116.54,No,52
D04640,Jeremy,Navarro,evansangela@reyes.net,001-886-567-3345,Jeffreyview,DC,55235,11/18/2024,23,21312.09,No,65
D04641,Denise,Fritz,bradleyemily@gomez-henry.net,001-840-717-5247,Pattonland,ND,33320,7/14/2023,29,18918.69,No,39
D04642,Carrie,Scott,jvasquez@jefferson-nguyen.com,001-693-895-0200x5295,Garzaton,AZ,45491,12/2/2022,26,15270.62,No,81
D04643,Alexander,Tucker,jessica14@yahoo.com,(426)245-8613x4761,West Johntown,CT,10752,8/5/2023,6,9117.77,No,3
D04644,Kimberly,Diaz,katie67@smith.com,400-128-8014x34182,West Donald,MD,95393,5/21/2022,14,5264.1,No,42
D04645,Patrick,Smith,lori37@hunt.com,538-806-7722x4339,West Michaelshire,NJ,86177,2/22/2024,22,19408.27,Yes,71
D04646,Kevin,Gomez,natalie70@yahoo.com,6954223101,Stephenport,UT,25717,8/15/2022,22,12170.5,No,27
D04647,Blake,Mckinney,bryan98@phillips.info,(512)833-7079,South Sheilafurt,GA,2478,10/13/2022,6,5634.26,Yes,28
D04648,Amber,Vance,gonzalesalex@yahoo.com,302242793,South Edwardshire,ND,39464,10/15/2024,26,4895.46,No,54
D04649,Edward,Hampton,jeffrey59@moore-frederick.org,663-241-8081,Larsenland,MT,63869,11/29/2024,7,4151.71,No,95
D04650,Wayne,Vincent,gjenkins@hotmail.com,001-478-415-2358x82803,Bassview,CA,86998,2/3/2023,12,19433.49,No,15
D04651,Jeffrey,Barrera,john71@johnson-hogan.biz,243-870-1769,Ritaview,SC,63884,2/5/2025,3,5740.1,No,53
D04652,Brent,Larson,wattsmonica@todd-rodriguez.net,140.278.4919,New Kari,NC,2026,11/4/2023,14,13175.52,No,72
D04653,Jessica,Rodriguez,nolanrita@wright.com,(933)729-7459,Justinmouth,IA,57844,1/7/2025,22,11299.63,No,70
D04654,Philip,Jennings,ogarcia@yahoo.com,550.629.4204,Taylorbury,IL,57682,1/27/2024,19,14498.68,No,92
D04655,Sean,Chandler,blloyd@yahoo.com,+1-763-301-1205x1449,West Joseph,NH,55204,12/8/2024,23,21931.33,No,4
D04656,Brooke,Smith,haileymunoz@gmail.com,427.788.5710x12739,Susanberg,AZ,22113,4/8/2024,16,21696.33,Yes,94
D04657,William,Irwin,kevinlin@harris-sampson.org,864.516.7885x0518,New Anthony,SC,44766,1/6/2023,7,11287.88,Yes,17
D04658,Jeffrey,Chase,coxshaun@mcgee.info,9701315080,Port Amy,MD,68495,10/7/2022,8,403.85,Yes,34
D04659,Keith,Hopkins,robertopoole@glover-brown.net,(272)974-1278x22234,Ericfort,UT,32132,4/11/2024,18,10672.57,No,6
D04660,Phillip,Thomas,gloriawilliams@silva.info,(322)309-7012,South Rachel,UT,31471,8/3/2022,25,15162.71,No,36
D04661,David,Jimenez,davisemily@gmail.com,(821)334-2374x3622,New Kelly,KS,86938,6/19/2023,13,13952.96,Yes,99
D04662,Christopher,Sanchez,dsalinas@hotmail.com,982.700.6629,Jonesport,WV,77916,10/20/2023,21,16290.38,No,39
D04663,Ashley,Figueroa,adavis@fernandez.com,397-242-2793x462,East Rebeccaborough,FL,87050,2/4/2025,9,3868.81,No,80
D04664,Brandon,Mcpherson,kgolden@williams.info,+1-907-522-7758x88714,Cherylside,KS,27599,8/30/2024,10,16170.45,No,66
D04665,Raymond,Howard,rachelho@bell.com,653.934.7970,Lake Catherine,DC,5781,5/9/2022,21,4582.64,No,8
D04666,Christopher,Garner,wnolan@gmail.com,288.404.4656,Howardstad,GA,33020,9/22/2022,23,18768.09,Yes,15
D04667,Warren,Lee,khernandez@yahoo.com,948-367-9208x94561,Stevenhaven,GA,58285,7/21/2022,27,8490.41,Yes,63
D04668,Kim,Blevins,vbradshaw@gmail.com,001-210-757-9188x266,Lorifurt,MT,91193,5/16/2023,9,17753.19,Yes,91
D04669,David,Fowler,andersonmichael@yahoo.com,+1-170-136-3530x04652,North Rhonda,WA,48098,10/14/2024,15,1215.68,Yes,80
D04670,Dennis,Sheppard,sarapacheco@hotmail.com,(978)280-7535,West Anna,RI,29129,12/23/2022,20,10208.34,Yes,65
D04671,Anita,Wiley,markhill@trujillo.biz,001-948-271-6821x33851,West Russell,SD,47703,5/12/2023,2,17631.76,No,59
D04672,Tony,Shelton,salazarangie@yahoo.com,(631)849-8341x3457,Carterside,ME,45714,4/19/2024,25,5687.23,Yes,10
D04673,Denise,Nolan,ipruitt@fields.com,8177534337,Christopherborough,AL,18116,1/2/2024,13,19886.27,Yes,7
D04674,James,Cole,bowmansamuel@fernandez-robertson.com,799-455-3095x2761,North Erika,FL,43490,8/17/2024,2,15776.88,Yes,74
D04675,Christina,Mullen,avilajoshua@perez.biz,+1-380-056-3474x38288,South Jennifer,TN,44366,3/8/2023,19,14697.29,No,76
D04676,Jill,Rose,yclay@cunningham-sweeney.com,(599)785-4555,Smithmouth,CO,58574,4/13/2022,26,8851.65,No,81
D04677,John,Baker,cindy04@yahoo.com,4158790480,Lopezmouth,SD,45576,9/18/2024,2,12071.64,No,12
D04678,Charles,Shelton,reidstacey@hotmail.com,(067)924-4939x2318,Ronnieborough,MT,2599,3/6/2024,3,14941.79,Yes,79
D04679,Kimberly,Barron,bakeralexis@pena-ray.com,(059)046-8408,South Christopherton,ND,78600,11/5/2024,6,11822.1,No,46
D04680,Marcus,Myers,hbaker@gmail.com,001-940-943-4747x979,Alishaville,AR,33005,5/3/2022,3,17463.87,Yes,32
D04681,Sandra,Butler,florescrystal@prince.org,826.862.4583x1409,East Todd,NH,52725,5/12/2022,10,10853.75,Yes,32
D04682,Christopher,Mcknight,emurphy@gmail.com,714-727-0393,Adamstown,VA,81480,3/26/2024,24,5072.78,No,90
D04683,Emily,Parker,hector40@moore-martin.com,001-549-835-3362,North Johnville,SC,96043,3/3/2023,27,5364.07,No,78
D04684,Rodney,Williams,umartin@white.com,(967)750-6379,East Tammytown,SC,19004,8/17/2024,6,164.98,No,90
D04685,Michael,Meyer,floresmitchell@gmail.com,255.490.4184,Lake Sonyaside,WI,50617,3/14/2025,23,7537.92,No,61
D04686,Malik,Cooper,markking@davis.net,(862)391-3967x743,South Jessica,AZ,91933,12/23/2022,16,18727.96,No,69
D04687,Brittney,Salazar,alexander51@gmail.com,146-717-0164x527,Johnsonfurt,IL,82162,6/7/2024,17,19858.18,Yes,61
D04688,Andrew,Hamilton,christopher05@davis.com,529.013.3436,West Dawn,VA,89425,10/5/2024,19,5077.64,No,46
D04689,Kevin,Gibson,crystal04@hotmail.com,001-464-594-4500,Fischermouth,SC,36158,3/29/2024,3,23976.92,Yes,68
D04690,Vanessa,Donaldson,riverabeverly@gmail.com,017-767-5200x3499,Edwardsville,AR,1765,10/5/2024,18,12570.02,No,92
D04691,Christina,Sparks,thomasgraves@mueller.net,001-411-529-9264x4084,New Ronald,HI,72308,1/23/2025,7,22926.13,Yes,55
